IDs_interactor_A	IDs_interactor_B	interactor_IDs_databases_A	interactor_IDs_databases_B	Taxid_interactor_A	Taxid_interactor_B	Publication_Identifiers	Confidence_values	Host_organisms	bait_prey_status_A	bait_prey_status_B	Interaction_detection_methods	Interaction_types	Interaction_identifiers	Expansion_methods	Features_interactor_A	Features_interactor_B	Identification_method_participant_A	Identification_method_participant_B	binding_region_A_start	binding_region_A_end	binding_region_B_start	binding_region_B_end	binding_region_A_type	binding_region_B_type	pair_id
P04488	P04488	uniprotkb	uniprotkb	10299	10299	16646632	0.56	7108	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15581301|imex:IM-8517-4|dip:DIP-57202E	-	sufficient binding region:213-390	sufficient binding region:213-390	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	213	390	213	390	sufficient_binding_region	sufficient_binding_region	P04488|P04488
P04488	P04488	uniprotkb	uniprotkb	10299	10299	16646632	0.56	7108	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15581340|imex:IM-8517-3|dip:DIP-57202E	-	sufficient binding region:213-390	sufficient binding region:213-390	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	213	390	213	390	sufficient_binding_region	sufficient_binding_region	P04488|P04488
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582671|imex:IM-8426-1|dip:DIP-57119E	-	sufficient binding region:901-950	sufficient binding region:1150-1183	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	901	950	1150	1183	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582692|imex:IM-8426-6|dip:DIP-57119E	-	sufficient binding region:1150-1193	sufficient binding region:1150-1193	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1150	1193	1150	1193	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0016""(circular dichroism)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582710|imex:IM-8426-3|dip:DIP-57119E	-	sufficient binding region:926-962	sufficient binding region:1150-1183	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	926	962	1150	1183	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0016""(circular dichroism)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582731|imex:IM-8426-5|dip:DIP-57119E	-	sufficient binding region:940-973	sufficient binding region:940-973	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	940	973	940	973	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0016""(circular dichroism)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582749|imex:IM-8426-2|dip:DIP-57119E	-	sufficient binding region:1150-1193	sufficient binding region:1150-1193	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1150	1193	1150	1193	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582767|imex:IM-8426-7|dip:DIP-57119E	-	sufficient binding region:940-973	sufficient binding region:940-973	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	940	973	940	973	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0016""(circular dichroism)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582785|imex:IM-8426-8|dip:DIP-57119E	-	sufficient binding region:901-950	sufficient binding region:1150-1183	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	901	950	1150	1183	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P59594	P59594	uniprotkb	uniprotkb	227859	227859	16698550	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15582806|imex:IM-8426-4|dip:DIP-57119E	-	sufficient binding region:926-962	sufficient binding region:1150-1183	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	926	962	1150	1183	sufficient_binding_region	sufficient_binding_region	P59594|P59594
P03496	P03496	uniprotkb	uniprotkb	211044	211044	16715094	0.74	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15583776|imex:IM-8386-1|dip:DIP-57082E	-	sufficient binding region:73-230	sufficient binding region:73-230	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	73	230	73	230	sufficient_binding_region	sufficient_binding_region	P03496|P03496
P03496	P03496	uniprotkb	uniprotkb	211044	211044	16715094	0.74	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15583794|imex:IM-8386-2|dip:DIP-57082E	-	sufficient binding region:73-230	sufficient binding region:73-230	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	73	230	73	230	sufficient_binding_region	sufficient_binding_region	P03496|P03496
P59632	P59632	uniprotkb	uniprotkb	227859	227859	16894145	0.4	9606	fluorescence donor	fluorescence acceptor	"psi-mi:""MI:0055""(fluorescent resonance energy transfer)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-15595078|imex:IM-23797-1|dip:DIP-197895E	-	cyan fluorescent protein tag:c-c	yellow fluorescent protein tag:c-c	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P59632|P59632
Q6DPL2	Q6DPL2	uniprotkb	uniprotkb	284218	284218	16915235	0.62	9606	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15597157|imex:IM-21454-1|dip:DIP-189598E	-	sufficient binding region:63-449	sufficient binding region:63-449	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	63	449	63	449	sufficient_binding_region	sufficient_binding_region	Q6DPL2|Q6DPL2
P69723	P69723	uniprotkb	uniprotkb	11706	11706	17132731	0.56	562	unspecified role	unspecified role	"psi-mi:""MI:0808""(comigration in sds page)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15613687|imex:IM-23995-1|dip:DIP-198437E	-	-	-	"psi-mi:""MI:0816""(molecular weight estimation by staining)"	"psi-mi:""MI:0816""(molecular weight estimation by staining)"							P69723|P69723
P69723	P69723	uniprotkb	uniprotkb	11706	11706	17132731	0.56	562	unspecified role	unspecified role	"psi-mi:""MI:0067""(light scattering)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15613703|imex:IM-23995-2|dip:DIP-198437E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P69723|P69723
P69723	P69723	uniprotkb	uniprotkb	11706	11706	17132731	0.56	-1	unspecified role	unspecified role	"psi-mi:""MI:0808""(comigration in sds page)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15613719|imex:IM-23995-3|dip:DIP-198437E	-	sufficient binding region:101-142	sufficient binding region:101-142	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	101	142	101	142	sufficient_binding_region	sufficient_binding_region	P69723|P69723
P69723	P69723	uniprotkb	uniprotkb	11706	11706	17132731	0.56	-1	unspecified role	unspecified role	"psi-mi:""MI:0067""(light scattering)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15613737|imex:IM-23995-4|dip:DIP-198437E	-	sufficient binding region:101-142	sufficient binding region:101-142	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	101	142	101	142	sufficient_binding_region	sufficient_binding_region	P69723|P69723
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0020""(transmission electron microscopy)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614659|imex:IM-21458-3|dip:DIP-191616E	-	mutation disrupting interaction strength:416-416	mutation disrupting interaction strength:416-416	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q1K9H2|Q1K9H2
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614635|imex:IM-21458-2|dip:DIP-191616E	-	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q1K9H2|Q1K9H2
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614635|imex:IM-21458-2|dip:DIP-191616E	-	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	402	428			necessary_binding_region		Q1K9H2|Q1K9H2
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614635|imex:IM-21458-2|dip:DIP-191616E	-	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"			402	428		necessary_binding_region	Q1K9H2|Q1K9H2
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614635|imex:IM-21458-2|dip:DIP-191616E	-	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	mutation disrupting interaction strength:416-416|mutation disrupting interaction strength:339-339|necessary binding region:402-428	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	402	428	402	428	necessary_binding_region	necessary_binding_region	Q1K9H2|Q1K9H2
Q1K9H2	Q1K9H2	uniprotkb	uniprotkb	381518	381518	17151603	0.69	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15614679|imex:IM-21458-4|dip:DIP-191616E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q1K9H2|Q1K9H2
P03070	P03070	uniprotkb	uniprotkb	1891767	1891767	17253903	0.54	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15620236|imex:IM-8551-1|dip:DIP-57234E	-	sufficient binding region:131-260	sufficient binding region:131-260	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	131	260	131	260	sufficient_binding_region	sufficient_binding_region	P03070|P03070
P03070	P03070	uniprotkb	uniprotkb	1891767	1891767	17253903	0.54	-1	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-15620254|imex:IM-8551-2|dip:DIP-57234E	-	sufficient binding region:131-260	sufficient binding region:131-260	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	131	260	131	260	sufficient_binding_region	sufficient_binding_region	P03070|P03070
P06492	P10233	uniprotkb	uniprotkb	10299	10299	17620619	0.57	9606	bait	prey	"psi-mi:""MI:0006""(anti bait coimmunoprecipitation)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-15646823|imex:IM-22888-1|dip:DIP-143735E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P06492|P10233
P10225	P10233	uniprotkb	uniprotkb	10299	10299	17620619	0.35	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0914""(association)"	intact:EBI-15646840|imex:IM-22888-2|dip:DIP-196999E	"psi-mi:""MI:1060""(spoke expansion)"	glutathione s tranferase tag:n-n	-	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"							P10225|P10233
P06492	P10225	uniprotkb	uniprotkb	10299	10299	17620619	0.5	-1	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0914""(association)"	intact:EBI-15646840|imex:IM-22888-2|dip:DIP-196999E	"psi-mi:""MI:1060""(spoke expansion)"	-	glutathione s tranferase tag:n-n	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"							P06492|P10225
P10225	P10233	uniprotkb	uniprotkb	10299	10299	17620619	0.35	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0914""(association)"	intact:EBI-15646860|imex:IM-22888-3|dip:DIP-196999E	"psi-mi:""MI:1060""(spoke expansion)"	glutathione s tranferase tag:n-n	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P10225|P10233
P06492	P10225	uniprotkb	uniprotkb	10299	10299	17620619	0.5	-1	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0914""(association)"	intact:EBI-15646860|imex:IM-22888-3|dip:DIP-196999E	"psi-mi:""MI:1060""(spoke expansion)"	-	glutathione s tranferase tag:n-n	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P06492|P10225
P06492	P10225	uniprotkb	uniprotkb	10299	10299	17620619	0.5	-1	prey	bait	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0915""(physical association)"	intact:EBI-15646880|imex:IM-22888-4|dip:DIP-151756E	-	-	glutathione s tranferase tag:n-n	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"							P06492|P10225
A0SNV4	A0SNV4	uniprotkb	uniprotkb	11234	11234	18003910	0.56	9606	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15670631|imex:IM-9249-3|dip:DIP-59472E	-	binding-associated region:149-617	binding-associated region:149-617	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	149	617	149	617	binding_associated_region	binding_associated_region	A0SNV4|A0SNV4
A0SNV4	A0SNV4	uniprotkb	uniprotkb	11234	11234	18003910	0.56	9606	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15670651|imex:IM-9249-2|dip:DIP-59472E	-	binding-associated region:149-617	binding-associated region:149-617	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	149	617	149	617	binding_associated_region	binding_associated_region	A0SNV4|A0SNV4
Q66793	Q66793	uniprotkb	uniprotkb	12643	12643	18252829	0.56	9534	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15683840|imex:IM-9081-5|dip:DIP-59182E	-	binding-associated region:17-266	binding-associated region:17-266	"psi-mi:""MI:0113""(western blot)"	"psi-mi:""MI:0113""(western blot)"	17	266	17	266	binding_associated_region	binding_associated_region	Q66793|Q66793
Q66793	Q66793	uniprotkb	uniprotkb	12643	12643	18252829	0.56	7227	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15683858|imex:IM-9081-4|dip:DIP-59182E	-	binding-associated region:17-266	binding-associated region:17-266	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	17	266	17	266	binding_associated_region	binding_associated_region	Q66793|Q66793
Q66793	Q66793	uniprotkb	uniprotkb	12643	12643	18252829	0.56	7227	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15683822|imex:IM-9081-3|dip:DIP-59182E	-	binding-associated region:17-266	binding-associated region:17-266	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	17	266	17	266	binding_associated_region	binding_associated_region	Q66793|Q66793
P03087	P03087	uniprotkb	uniprotkb	1891767	1891767	18353982	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15693772|imex:IM-9200-2|dip:DIP-59367E	-	binding-associated region:30-297	binding-associated region:30-297	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	30	297	30	297	binding_associated_region	binding_associated_region	P03087|P03087
P03087	P03087	uniprotkb	uniprotkb	1891767	1891767	18353982	0.68	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15693792|imex:IM-9200-1|dip:DIP-59367E	-	binding-associated region:30-297	binding-associated region:30-297	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	30	297	30	297	binding_associated_region	binding_associated_region	P03087|P03087
P03281	P03281	uniprotkb	uniprotkb	28285	28285	18391209	0.44	-1	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15696817|imex:IM-9217-3|dip:DIP-59393E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P03281|P03281
P03282	P03282	uniprotkb	uniprotkb	10515	10515	18391209	0.44	-1	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15696848|imex:IM-9217-1|dip:DIP-59394E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							P03282|P03282
Q6DPL2	Q6DPL2	uniprotkb	uniprotkb	284218	284218	18480754	0.62	9606	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15702481|imex:IM-18000-1|dip:DIP-189598E	-	-	-	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"							Q6DPL2|Q6DPL2
Q9IH62	Q9IH62	uniprotkb	uniprotkb	121791	121791	18488039	0.56	9606	unspecified role	unspecified role	"psi-mi:""MI:0071""(molecular sieving)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15702837|imex:IM-9634-6|dip:DIP-88360E	-	binding-associated region:183-602	binding-associated region:183-602	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	183	602	183	602	binding_associated_region	binding_associated_region	Q9IH62|Q9IH62
Q9IH62	Q9IH62	uniprotkb	uniprotkb	121791	121791	18488039	0.56	9606	unspecified role	unspecified role	"psi-mi:""MI:0028""(cosedimentation in solution)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15702897|imex:IM-9634-1|dip:DIP-88360E	-	binding-associated region:183-602	binding-associated region:183-602	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	183	602	183	602	binding_associated_region	binding_associated_region	Q9IH62|Q9IH62
P03147	P03147	uniprotkb	uniprotkb	10419	10419	18587050	0.74	562	unspecified role	unspecified role	"psi-mi:""MI:0410""(electron tomography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15711862|imex:IM-9392-1|dip:DIP-87960E	-	binding-associated region:1-149	binding-associated region:1-149	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	149	1	149	binding_associated_region	binding_associated_region	P03147|P03147
P03147	P03147	uniprotkb	uniprotkb	10419	10419	18587050	0.74	562	unspecified role	unspecified role	"psi-mi:""MI:0872""(atomic force microscopy)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15711880|imex:IM-9392-2|dip:DIP-87960E	-	binding-associated region:1-149	binding-associated region:1-149	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	149	1	149	binding_associated_region	binding_associated_region	P03147|P03147
P03147	P03147	uniprotkb	uniprotkb	10419	10419	18587050	0.74	562	unspecified role	unspecified role	"psi-mi:""MI:0872""(atomic force microscopy)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15711898|imex:IM-9392-3|dip:DIP-87960E	-	sufficient binding region:1-149	sufficient binding region:1-149	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	149	1	149	sufficient_binding_region	sufficient_binding_region	P03147|P03147
P03431	P03433	uniprotkb	uniprotkb	211044	211044	18660801	0.82	562	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15717946|imex:IM-17991-1|dip:DIP-143225E	-	binding-associated region:1-81	binding-associated region:239-716	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	81	239	716	binding_associated_region	binding_associated_region	P03431|P03433
P03431	P03433	uniprotkb	uniprotkb	211044	211044	18660801	0.82	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15717967|imex:IM-17991-2|dip:DIP-143225E	-	binding-associated region:1-14|glutathione s tranferase tag:n-n	sufficient binding region:657-716|mutation disrupting interaction:636-636|mutation disrupting interaction:640-640|mutation disrupting interaction:666-666|mutation disrupting interaction:706-706	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	1	14	657	716	binding_associated_region	sufficient_binding_region	P03431|P03433
P03431	P03433	uniprotkb	uniprotkb	211044	211044	18660801	0.82	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15717967|imex:IM-17991-2|dip:DIP-143225E	-	binding-associated region:1-14|glutathione s tranferase tag:n-n	sufficient binding region:657-716|mutation disrupting interaction:636-636|mutation disrupting interaction:640-640|mutation disrupting interaction:666-666|mutation disrupting interaction:706-706	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"			657	716		sufficient_binding_region	P03431|P03433
P03431	P03433	uniprotkb	uniprotkb	211044	211044	18660801	0.82	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15717967|imex:IM-17991-2|dip:DIP-143225E	-	binding-associated region:1-14|glutathione s tranferase tag:n-n	sufficient binding region:657-716|mutation disrupting interaction:636-636|mutation disrupting interaction:640-640|mutation disrupting interaction:666-666|mutation disrupting interaction:706-706	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	1	14			binding_associated_region		P03431|P03433
P03431	P03433	uniprotkb	uniprotkb	211044	211044	18660801	0.82	-1	bait	prey	"psi-mi:""MI:0096""(pull down)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15717967|imex:IM-17991-2|dip:DIP-143225E	-	binding-associated region:1-14|glutathione s tranferase tag:n-n	sufficient binding region:657-716|mutation disrupting interaction:636-636|mutation disrupting interaction:640-640|mutation disrupting interaction:666-666|mutation disrupting interaction:706-706	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"	"psi-mi:""MI:0818""(molecular weight estimation by coomasie staining)"							P03431|P03433
P08546	P16790	uniprotkb	uniprotkb	10360	10360	18682223	0.44	-1	unspecified role	unspecified role	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15719610|imex:IM-9292-1|dip:DIP-87771E	-	binding-associated region:1221-1242	binding-associated region:1-290|mutation decreasing interaction:172-172,171-171,168-168,167-167,165-165|mutation decreasing interaction:35-35,237-237,224-224,158-158	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1221	1242	1	290	binding_associated_region	binding_associated_region	P08546|P16790
P08546	P16790	uniprotkb	uniprotkb	10360	10360	18682223	0.44	-1	unspecified role	unspecified role	"psi-mi:""MI:0065""(isothermal titration calorimetry)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15719610|imex:IM-9292-1|dip:DIP-87771E	-	binding-associated region:1221-1242	binding-associated region:1-290|mutation decreasing interaction:172-172,171-171,168-168,167-167,165-165|mutation decreasing interaction:35-35,237-237,224-224,158-158	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1221	1242			binding_associated_region		P08546|P16790
P17501	P17501	uniprotkb	uniprotkb	46015	46015	18776902	0.56	7108	unspecified role	unspecified role	"psi-mi:""MI:0114""(x-ray crystallography)"	"psi-mi:""MI:0407""(direct interaction)"	intact:EBI-15727682|imex:IM-9620-1|dip:DIP-88334E	-	binding-associated region:1-499	binding-associated region:1-499	"psi-mi:""MI:0396""(predetermined participant)"	"psi-mi:""MI:0396""(predetermined participant)"	1	499	1	499	binding_associated_region	binding_associated_region	P17501|P17501
